1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
-4443149,-3898699,-3389046,-2866818,-2339583,-1839577,-1350683,-926253,-522260,-13258,431192,864530,1286756,1644934,2044938,2438580,2819503,3206813,3562373,3881902,4215239,4489543,4752240,5012246,5308186,5606976,5903395,6158954,6387594,6620930,6846686,7056684,7203915,7341472,7591080,7800057,7955614,8120330,8260539,8399374,8510486,8608096,8696986,8774765,8825506,8881062,8925507,8958841,8917704,8934868,8934868,8847638,8866969,8833636,8791929,8659727,8593059,8581201,8492311,8439996,8318137,8176903,8082499,7938053,7859416,7692747,7484777,7232923,7051793,6856877,6674030,6497594,6212126,5920933,5644756,5291568,4931757,4631754,4313295,3991069,3657732,3308976,2953417
-4487743,-3923693,-3366346,-2893705,-2378315,-1926411,-1429533,-953997,-470525,19243,479692,966455,1403882,1881022,2295426,2684823,3075997,3444950,3842920,4199768,4560928,4856440,5178754,5413874,5751055,6090084,6366353,6573377,6826624,7080108,7389821,7603191,7810393,8043536,8285440,8458109,8619266,8768912,8907047,8987187,9102299,9272196,9321971,9372096,9482695,9540251,9586296,9546057,9592036,9626040,9691471,9722810,9699788,9665254,9619209,9530603,9461536,9346192,9233285,9091370,8976258,8855125,8749122,8599476,8502015,8298983,8163871,7968181,7719832,7501118,7269217,7070767,6817520,6626330,6371904,6084123,5784831,5533951,5207746,4873920,4538506,4132340,3763981
-4326048,-3739570,-3193259,-2632724,-2084114,-1547431,-1016108,-427963,119922,656591,1133642,1598768,2097259,2585508,3005777,3423198,3880657,4242682,4577987,4884102,5241891,5587754,5921690,6272126,6582210,6804004,7090235,7381711,7586692,7797586,8036112,8262712,8439328,8642075,8910464,9089359,9202735,9405735,9608602,9739791,9859054,9883325,9975352,10058836,10084782,10144413,10149495,10185274,10151064,10162990,10162990,10151064,10127211,10091433,10043727,10042210,9921782,9915372,9839901,9692533,9573270,9447338,9304223,9110996,8944028,8735056,8544236,8341489,8072237,7791012,7552486,7239845,6977467,6650212,6424205,6165294,5842855,5450596,5132543,4786680,4436486,4112613,3730972
-4483651,-3977630,-3507494,-3022126,-2555418,-2090704,-1653904,-1209844,-839851,-375179,82604,516686,909111,1302418,1637758,2054235,2405353,2746143,3135187,3484468,3794278,4092869,4365372,4694505,4975222,5250933,5469234,5766587,5993780,6163297,6356807,6582939,6780852,6986377,7206727,7361632,7557482,7618206,7742129,7925326,8092583,8159693,8260732,8383641,8445603,8436726,8478033,8516950,8531076,8541402,8580191,8569996,8549342,8518361,8477053,8425418,8298672,8231338,8085888,7992946,7822054,7714348,7568149,7465167,7266541,7111637,6980828,6762076,6540079,6367133,6153408,5936541,5765838,5528318,5280470,5022296,4753174,4474346,4185191,3885708,3549606,3193717,2856629
-4463651,-3982957,-3462303,-3013354,-2459046,-1966465,-1494478,-1033218,-582685,-142880,258501,676852,1110257,1431631,1749618,2112653,2477370,2812293,3210766,3503907,3825716,4178369,4478724,4768352,5067898,5336073,5661348,5894471,6130464,6393035,6652026,6852248,7053796,7236154,7419519,7580423,7769615,7970575,8099299,8153567,8240887,8278519,8382632,8457721,8522083,8626593,8669501,8761498,8728761,8739488,8698389,8727982,8769933,8799000,8806380,8795025,8784741,8709652,8623837,8527294,8445474,8263796,8075484,7980296,7896560,7673065,7515845,7329482,7132062,6934822,6724715,6499448,6263455,5971933,5650633,5448796,5168324,4907628,4572799,4261717,3887100,3588712,3245449
-4444707,-3921265,-3388184,-2786933,-2285751,-1858554,-1438111,-1005499,-607681,-152340,265472,698601,1143349,1621746,2021557,2410262,2787861,3154355,3580281,3940490,4273666,4669223,4980187,5327774,5560851,5838498,6105039,6294570,6507768,6740991,6963108,7246816,7446721,7705799,7947223,8186598,8342080,8452890,8586160,8708325,8819383,8963302,9034383,9112124,9257774,9313303,9357727,9466327,9488538,9499644,9499644,9498168,9497285,9524719,9480041,9461136,9409573,9394009,9245659,9145707,9045687,8870170,8736899,8599619,8444137,8286315,8077341,7816961,7654084,7378512,7156395,6968333,6724005,6468570,6248313,6014885,5719223,5489993,5179029,4904422,4638875,4292379,3890391
-4405240,-3841453,-3249995,-2640125,-2187507,-1669743,-1221728,-726976,-321424,207767,668001,1162362,1599585,2079006,2493217,2822526,3213726,3593419,3926264,4299967,4645143,4989833,5311997,5622655,5900619,6153089,6382008,6646643,6945203,7186826,7371126,7627565,7863922,8053276,8172677,8365544,8492393,8567399,8705469,8792452,8861478,9006055,9023039,9103580,9188846,9179646,9204429,9206957,9229969,9241475,9205469,9193963,9092914,9103762,9117375,9028778,9036355,8962027,8929468,8811461,8696402,8529056,8454812,8384853,8145169,7972581,7788487,7658275,7451169,7298509,7012521,6770898,6596435,6277748,6009016,5721370,5469328,5194716,4872552,4538882,4119185,3759487,3391299
-4337013,-3794974,-3203305,-2643730,-2172331,-1608670,-1024449,-529665,5346,534105,942137,1406466,1858888,2218528,2647139,3063844,3468643,3861536,4191941,4488160,4871249,5195666,5483355,5781345,6090898,6409437,6695178,6983337,7245266,7509373,7679760,7877521,8014152,8216551,8453584,8632172,8873760,9028536,9171406,9348010,9467069,9574222,9589204,9714534,9716420,9775949,9823572,9859290,9907678,9900853,9900853,9888947,9799058,9763341,9749235,9745694,9752056,9691235,9595988,9533875,9465575,9334611,9152069,8997293,8830611,8692232,8507290,8388085,8159237,7876419,7638302,7388279,7141530,6867696,6634003,6395716,6086164,5764706,5431342,5169682,4812506,4410719,4014717
-4381699,-3699013,-3178210,-2597007,-2028171,-1471700,-879665,-399893,119479,573632,1105750,1588025,2057933,2515476,3037907,3470718,3890490,4298569,4694281,4989496,5292637,5651251,5997499,6328183,6649699,6880041,7191123,7415501,7687553,7968572,8176536,8411490,8552755,8762977,8914549,9100039,9273163,9438026,9586418,9635965,9738371,9862859,9979567,10066129,10140325,10202155,10240537,10357628,10412972,10486658,10401753,10445610,10357910,10407313,10357849,10286091,10211895,10125333,10038628,9927334,9717854,9641831,9517960,9383590,9210466,8988162,8790306,8580084,8357495,8122541,7875221,7615535,7351383,7066964,6851641,6521811,6201153,5867271,5543811,5185196,4885962,4437035,4050239
-4353343,-3786215,-3173631,-2623717,-2055556,-1503307,-977601,-404042,157321,738955,1233008,1729155,2240519,2680322,3124970,3569182,3989127,4379086,4763073,5145965,5595621,5908424,6287791,6588303,6909437,7155217,7499403,7742351,7941828,8217742,8423815,8726325,8942658,9152631,9350252,9535522,9674271,9879526,10027742,10163607,10261382,10310326,10384148,10392979,10428358,10490115,10539520,10576574,10685968,10698319,10698319,10643369,10650821,10561409,10491245,10497338,10423230,10376414,10290335,10255318,10131805,9978801,9773307,9621970,9449052,9214988,8964424,8832575,8655527,8424759,8240479,7981101,7663270,7449766,7202209,6893426,6607350,6317574,5971737,5664349,5293809,4946272,4554262
