,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00
70.00,"1,376,019.26","2,488,341.17","3,423,822.30","4,180,055.47","4,749,627.45","5,140,313.75","5,342,901.53","5,377,318.21","5,208,657.36","4,980,878.28","4,458,328.15","4,440,213.85"
71.00,"1,329,438.96","2,409,863.57","3,483,166.12","4,368,346.74","5,019,432.54","5,508,922.46","5,755,629.43","5,811,514.95","5,791,636.18","5,434,790.28","4,981,322.33","4,963,356.65"
72.00,"1,319,720.48","2,405,702.99","3,318,940.10","4,015,320.01","4,640,923.85","5,027,987.10","5,211,492.41","5,224,235.55","5,126,239.42","4,858,805.24","4,404,299.47","4,387,153.04"
73.00,"1,192,096.79","2,317,961.62","3,198,776.87","3,901,434.51","4,422,648.22","4,805,149.39","4,988,509.74","5,024,631.77","4,985,697.63","4,688,474.55","4,338,687.11","4,321,771.82"
74.00,"1,296,218.06","2,426,117.67","3,300,368.75","3,985,238.02","4,546,918.89","4,977,503.96","5,223,375.11","5,381,134.17","5,233,349.58","4,938,578.84","4,552,897.05","4,536,007.92"
75.00,"1,153,051.48","2,175,552.85","3,015,069.34","3,682,707.06","4,234,887.29","4,660,598.85","4,856,920.74","4,973,232.22","4,823,530.64","4,546,360.46","4,094,371.28","4,078,406.93"
76.00,"1,083,555.28","2,047,427.88","2,851,372.57","3,573,941.81","4,067,379.90","4,385,333.62","4,671,792.44","4,729,686.08","4,656,444.94","4,489,087.98","4,155,891.34","4,140,682.10"
77.00,"1,164,983.12","2,136,935.19","2,975,666.30","3,655,553.58","4,103,815.49","4,463,035.35","4,729,024.17","4,740,786.61","4,595,946.96","4,315,391.40","3,944,614.31","3,929,919.25"
78.00,"1,154,751.55","2,036,730.39","2,896,000.67","3,626,830.96","4,081,549.84","4,381,460.06","4,557,387.67","4,670,395.86","4,608,313.60","4,320,217.18","3,972,994.23","3,958,325.04"
79.00,"966,480.78","1,803,560.64","2,607,510.15","3,193,510.56","3,681,278.84","3,965,866.91","4,136,314.18","4,182,373.73","4,118,399.49","3,912,369.32","3,532,713.15","3,519,030.27"
80.00,"949,425.26","1,825,909.61","2,503,008.86","3,115,939.95","3,634,172.23","4,016,655.35","4,218,398.61","4,247,322.96","4,211,968.77","4,033,711.00","3,640,115.89","3,626,956.19"
81.00,"986,832.05","1,780,140.80","2,441,110.72","3,059,434.81","3,533,327.42","3,891,451.13","4,068,018.75","4,176,829.69","4,071,552.16","3,941,933.95","3,621,307.47","3,608,440.00"
82.00,"975,084.07","1,722,894.25","2,393,948.03","2,904,888.95","3,382,689.16","3,719,121.98","3,876,196.59","3,967,633.82","3,862,336.09","3,689,811.43","3,325,429.96","3,313,157.74"
83.00,"911,274.23","1,662,956.64","2,276,081.63","2,764,419.93","3,217,263.23","3,497,841.14","3,667,792.46","3,753,318.66","3,668,023.45","3,492,216.23","3,203,225.97","3,191,778.31"
